state_name,district_name,block_name,panchayat_name,village_name,habitation_name,habitation_id,school_id,school_name,no_of_student,school_category,school_subcategory,update_date
Karnataka,Hassan,Arkalgud,Bychanahally,"Goravana Hally","Goravana Hally",0000380052,0000060057,"LPS GORAVANAHALLY",12,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Doddamagge,"Lakshmi Pura","Lakshmi Pura",0000380091,0000060096,"LPS LAKSHMI PURA",78,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Doddamagge,Kodakahally,Kodakahally,0000380092,0000060097,"LPS KODAKAHALLY",12,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Gangoor,Gangoor,Gangoor,0000380102,0000060108,"HPS GANGOOR",106,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Ganjalgud,Haradoor,Haradoor,0000380122,0000060127,"LPS HARADOOR",12,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Ganjalgud,Keshavapura,Keshavapura,0000380125,0000060129,"LPS KESHAVAPURA",9,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Tarigalale,Tarigalale,Tarigalale,0000380141,0000060149,"GHPS TARIGALALE",74,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Handrangi,Bisalahally,Bisalahally,0000380143,0000060151,"HPS BISALAHALLY",54,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Hebbale,"Gangana Hally","Gangana Hally",0000380160,0000060164,"LPS GANGANAHALU",15,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Holalagodu,Holalagodu,Holalagodu,0000380165,0000060168,"government HPS HOLALAGODU",45,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Holalagodu,Holalagodu,Holalagodu,0000380165,0000060169,"government urdhu LPS HOLALAGODU",6,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Holalagodu,"Kakodana Hally","Kakodana Hally",0000380184,0000060185,"government LPS KAKODANA HALLY",2,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Hulikallu,Kaniyar,Kaniyar,0000380208,0000060206,"government urdhu LPS kaniyar",8,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Lakkur,"Madhurana Hally","Subedarana Koppalu",0000380271,0001728501,"GOVT LOWER  PRIMARY SCHOOL SUBBEDARANAKOPPALU",33,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Ramanathpura,Ramanathpura,Ramanathpura,0000380301,0001705141,"GPUC ramanathapura",1,Govt.,"Hr. Sec. /Jr. College only with grades 11 and 12",2023-01-18
Karnataka,Hassan,Arkalgud,Rudrapatana,Rudrapatna,Rudrapatna,0000380309,0001704669,"GOVT  URDHU LOWER  PRIMARY SCHOOL RUDRAPATTANA",14,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Saraguru,Saraguru,Banagundi,0000380334,0001740682,"GHPS  BANUGUNDI",28,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Agrahara,Muttugadahosur,Mutthugadahosuru,0000379997,0000059995,"LPS MUTTUGADAHOSUR",13,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Agrahara,Belikarpurvally,Belikarpurvally,0000380003,0000060004,"HPS BELIKARPURAVALLI",74,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Basvapatna,"Anjaneya Hosa Hally","Anjaneya Hosa Hally",0000380032,0000060032,"GLPS anjaneyahosahalli",12,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Belvadi,Belvadi,Belvadi,0000380034,0000060034,"GHPS BELVADI",121,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Belvadi,Hanagalu,Hanagalu,0000380036,0000060038,"GHPS HANAGALU",96,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
Karnataka,Hassan,Arkalgud,Belvadi,"Hanemarana Hally","Hanemarana Hally",0000380039,0000060041,"LPS HANEMARANAHALLI",17,Govt.,"Primary only with grades 1 to 5",2023-01-18
Karnataka,Hassan,Arkalgud,Bychanahally,Maravalalu,Maravalalu,0000380050,0000060055,"HPS MARAVALALU",38,Govt.,"Upper Primary with grades 1 to 8",2023-01-18
